cluster,Action and Adventure,Adult Romance,Animation,Anime,Best of Web or Viral,Comedy,Crime and Mystery,Documentary and Biography,Drama,Education,Extreme Sports,Family,Fantasy,Game Show,Health and Fitness,Horror,Kids,Lifestyle and Fashion,Live Events and Specials,Music,News,Others,Reality,Religion and Faith,Romance,Sci-Fi,Sports,Thriller,eSports
-1,222.9724770642202,4.954128440366972,2.3256880733944953,30.857798165137616,0.15137614678899083,194.14678899082568,29.76605504587156,17.720183486238533,584.7064220183486,0.8256880733944955,0.0,20.844036697247706,158.4862385321101,0.5091743119266054,0.03211009174311927,115.57339449541284,43.12844036697248,1.0412844036697249,0.20642201834862386,2.871559633027523,0.03669724770642201,10.839449541284404,44.8394495412844,0.8761467889908257,285.3807339449541,14.94954128440367,0.981651376146789,66.63302752293578,0.14678899082568808
0,16.00566187294757,0.33246517948137244,0.005888347865473899,1.6778394292832068,0.0,45.63163854603103,1.0035103612274943,0.4993771939757672,128.678292379119,0.000792662212659948,0.0,2.3289548182538784,14.63186502094893,0.0004529498358056845,0.0,9.072358736269958,2.680557128298041,0.012342883025704902,0.000905899671611369,0.01800475597327596,0.0,0.1821990714528366,0.3733439021628355,0.0,47.291812931717814,0.3548861963537539,0.018457705809081643,2.777601630619409,-4.336808689942018e-19
1,62.5,0.0,0.0,918.5,0.0,89.75,2.220446049250313e-16,0.5,15.999999999999996,0.0,0.0,0.0,16.25,0.0,0.0,11.5,28.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000018,1.1102230246251565e-16,0.0,1.5,-4.336808689942018e-19
2,47.333333333333336,0.0,0.0,0.0,0.0,99.66666666666667,359.1666666666667,0.0,150.66666666666666,0.0,0.0,1.5,43.333333333333336,0.0,0.0,36.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.8333333333333334,-4.336808689942018e-19
